 log g Teff  log Z Vel   g(CBBED)
 log g Teff  log Z Vel   h(CBBED)
 log g Teff  log Z Vel  xi(CBBED)
 2.00 10500. -2.0  2.0   0.4392
 2.00 10500. -2.0  2.0   0.0000
 2.50 10500. -2.0  2.0   0.5723
 2.50 10500. -2.0  2.0   0.4379
 2.50 10500. -2.0  2.0   0.0000
 3.00 10500. -2.0  2.0   0.5469
 3.00 10500. -2.0  2.0   0.4459
 3.00 10500. -2.0  2.0   0.0000
 3.50 10500. -2.0  2.0   0.5312
 3.50 10500. -2.0  2.0   0.4529
 3.50 10500. -2.0  2.0   0.0001
 4.00 10500. -2.0  2.0   0.5226
 4.00 10500. -2.0  2.0   0.4578
 4.00 10500. -2.0  2.0   0.0001
 4.50 10500. -2.0  2.0   0.5184
 4.50 10500. -2.0  2.0   0.4598
 4.50 10500. -2.0  2.0   0.0001
 5.00 10500. -2.0  2.0   0.5162
 5.00 10500. -2.0  2.0   0.4603
 5.00 10500. -2.0  2.0   0.0001
 2.50 11000. -2.0  2.0   0.5705
 2.50 11000. -2.0  2.0   0.4274
 2.50 11000. -2.0  2.0   0.0000
 3.00 11000. -2.0  2.0   0.5417
 3.00 11000. -2.0  2.0   0.4367
 3.00 11000. -2.0  2.0   0.0000
 3.50 11000. -2.0  2.0   0.5239
 3.50 11000. -2.0  2.0   0.4448
 3.50 11000. -2.0  2.0   0.0001
 4.00 11000. -2.0  2.0   0.5144
 4.00 11000. -2.0  2.0   0.4497
 4.00 11000. -2.0  2.0   0.0001
 4.50 11000. -2.0  2.0   0.5101
 4.50 11000. -2.0  2.0   0.4512
 4.50 11000. -2.0  2.0   0.0001
 5.00 11000. -2.0  2.0   0.5080
 5.00 11000. -2.0  2.0   0.4502
 5.00 11000. -2.0  2.0   0.0001
 2.50 11500. -2.0  2.0   0.5692
 2.50 11500. -2.0  2.0   0.4181
 2.50 11500. -2.0  2.0   0.0000
 3.00 11500. -2.0  2.0   0.5371
 3.00 11500. -2.0  2.0   0.4282
 3.00 11500. -2.0  2.0   0.0000
 3.50 11500. -2.0  2.0   0.5171
 3.50 11500. -2.0  2.0   0.4375
 3.50 11500. -2.0  2.0   0.0000
 4.00 11500. -2.0  2.0   0.5063
 4.00 11500. -2.0  2.0   0.4433
 4.00 11500. -2.0  2.0   0.0001
 4.50 11500. -2.0  2.0   0.5018
 4.50 11500. -2.0  2.0   0.4448
 4.50 11500. -2.0  2.0   0.0001
 5.00 11500. -2.0  2.0   0.5002
 5.00 11500. -2.0  2.0   0.4433
 5.00 11500. -2.0  2.0   0.0001
 2.50 12000. -2.0  2.0   0.5686
 2.50 12000. -2.0  2.0   0.4097
 2.50 12000. -2.0  2.0   0.0000
 3.00 12000. -2.0  2.0   0.5332
 3.00 12000. -2.0  2.0   0.4200
 3.00 12000. -2.0  2.0   0.0000
 3.50 12000. -2.0  2.0   0.5107
 3.50 12000. -2.0  2.0   0.4306
 3.50 12000. -2.0  2.0   0.0000
 4.00 12000. -2.0  2.0   0.4985
 4.00 12000. -2.0  2.0   0.4375
 4.00 12000. -2.0  2.0   0.0001
 4.50 12000. -2.0  2.0   0.4933
 4.50 12000. -2.0  2.0   0.4399
 4.50 12000. -2.0  2.0   0.0001
 5.00 12000. -2.0  2.0   0.4918
 5.00 12000. -2.0  2.0   0.4384
 5.00 12000. -2.0  2.0   0.0001
 2.50 12500. -2.0  2.0   0.5687
 2.50 12500. -2.0  2.0   0.4025
 2.50 12500. -2.0  2.0   0.0000
 3.00 12500. -2.0  2.0   0.5295
 3.00 12500. -2.0  2.0   0.4131
 3.00 12500. -2.0  2.0   0.0000
 3.50 12500. -2.0  2.0   0.5045
 3.50 12500. -2.0  2.0   0.4248
 3.50 12500. -2.0  2.0   0.0000
 4.00 12500. -2.0  2.0   0.4907
 4.00 12500. -2.0  2.0   0.4329
 4.00 12500. -2.0  2.0   0.0000
 4.50 12500. -2.0  2.0   0.4849
 4.50 12500. -2.0  2.0   0.4358
 4.50 12500. -2.0  2.0   0.0001
 5.00 12500. -2.0  2.0   0.4834
 5.00 12500. -2.0  2.0   0.4346
 5.00 12500. -2.0  2.0   0.0001
 2.50 13000. -2.0  2.0   0.5697
 2.50 13000. -2.0  2.0   0.3958
 2.50 13000. -2.0  2.0   0.0000
 3.00 13000. -2.0  2.0   0.5268
 3.00 13000. -2.0  2.0   0.4067
 3.00 13000. -2.0  2.0   0.0000
 3.50 13000. -2.0  2.0   0.4987
 3.50 13000. -2.0  2.0   0.4198
 3.50 13000. -2.0  2.0   0.0000
 4.00 13000. -2.0  2.0   0.4833
 4.00 13000. -2.0  2.0   0.4287
 4.00 13000. -2.0  2.0   0.0000
 4.50 13000. -2.0  2.0   0.4765
 4.50 13000. -2.0  2.0   0.4325
 4.50 13000. -2.0  2.0   0.0000
 5.00 13000. -2.0  2.0   0.4750
 5.00 13000. -2.0  2.0   0.4312
 5.00 13000. -2.0  2.0   0.0001
 2.00 14000. -2.0  2.0   0.6257
 2.00 14000. -2.0  2.0   0.4043
 2.00 14000. -2.0  2.0   0.0000
 2.50 14000. -2.0  2.0   0.5742
 2.50 14000. -2.0  2.0   0.3839
 2.50 14000. -2.0  2.0   0.0001
 3.00 14000. -2.0  2.0   0.5236
 3.00 14000. -2.0  2.0   0.3953
 3.00 14000. -2.0  2.0   0.0000
 3.50 14000. -2.0  2.0   0.4896
 3.50 14000. -2.0  2.0   0.4102
 3.50 14000. -2.0  2.0   0.0000
 4.00 14000. -2.0  2.0   0.4701
 4.00 14000. -2.0  2.0   0.4216
 4.00 14000. -2.0  2.0   0.0000
 4.50 14000. -2.0  2.0   0.4612
 4.50 14000. -2.0  2.0   0.4266
 4.50 14000. -2.0  2.0   0.0000
 5.00 14000. -2.0  2.0   0.4587
 5.00 14000. -2.0  2.0   0.4263
 5.00 14000. -2.0  2.0   0.0000
 2.50 15000. -2.0  2.0   0.5807
 2.50 15000. -2.0  2.0   0.3745
 2.50 15000. -2.0  2.0   0.0001
 3.00 15000. -2.0  2.0   0.5236
 3.00 15000. -2.0  2.0   0.3845
 3.00 15000. -2.0  2.0   0.0001
 3.50 15000. -2.0  2.0   0.4830
 3.50 15000. -2.0  2.0   0.4021
 3.50 15000. -2.0  2.0   0.0000
 4.00 15000. -2.0  2.0   0.4597
 4.00 15000. -2.0  2.0   0.4150
 4.00 15000. -2.0  2.0   0.0000
 4.50 15000. -2.0  2.0   0.4481
 4.50 15000. -2.0  2.0   0.4218
 4.50 15000. -2.0  2.0   0.0000
 5.00 15000. -2.0  2.0   0.4441
 5.00 15000. -2.0  2.0   0.4224
 5.00 15000. -2.0  2.0   0.0000
 2.50 16000. -2.0  2.0   0.5911
 2.50 16000. -2.0  2.0   0.3642
 2.50 16000. -2.0  2.0   0.0001
 3.00 16000. -2.0  2.0   0.5268
 3.00 16000. -2.0  2.0   0.3734
 3.00 16000. -2.0  2.0   0.0001
 3.50 16000. -2.0  2.0   0.4795
 3.50 16000. -2.0  2.0   0.3933
 3.50 16000. -2.0  2.0   0.0001
 4.00 16000. -2.0  2.0   0.4514
 4.00 16000. -2.0  2.0   0.4091
 4.00 16000. -2.0  2.0   0.0000
 4.50 16000. -2.0  2.0   0.4373
 4.50 16000. -2.0  2.0   0.4174
 4.50 16000. -2.0  2.0   0.0000
 5.00 16000. -2.0  2.0   0.4318
 5.00 16000. -2.0  2.0   0.4189
 5.00 16000. -2.0  2.0   0.0000
 2.50 17000. -2.0  2.0   0.6034
 2.50 17000. -2.0  2.0   0.3553
 2.50 17000. -2.0  2.0   0.0001
 3.00 17000. -2.0  2.0   0.5335
 3.00 17000. -2.0  2.0   0.3610
 3.00 17000. -2.0  2.0   0.0001
 3.50 17000. -2.0  2.0   0.4789
 3.50 17000. -2.0  2.0   0.3834
 3.50 17000. -2.0  2.0   0.0001
 4.00 17000. -2.0  2.0   0.4462
 4.00 17000. -2.0  2.0   0.4019
 4.00 17000. -2.0  2.0   0.0000
 4.50 17000. -2.0  2.0   0.4291
 4.50 17000. -2.0  2.0   0.4125
 4.50 17000. -2.0  2.0   0.0000
 5.00 17000. -2.0  2.0   0.4221
 5.00 17000. -2.0  2.0   0.4149
 5.00 17000. -2.0  2.0   0.0000
 2.50 18000. -2.0  2.0   0.6169
 2.50 18000. -2.0  2.0   0.3490
 2.50 18000. -2.0  2.0   0.0001
 3.00 18000. -2.0  2.0   0.5439
 3.00 18000. -2.0  2.0   0.3471
 3.00 18000. -2.0  2.0   0.0002
 3.50 18000. -2.0  2.0   0.4822
 3.50 18000. -2.0  2.0   0.3706
 3.50 18000. -2.0  2.0   0.0001
 4.00 18000. -2.0  2.0   0.4440
 4.00 18000. -2.0  2.0   0.3925
 4.00 18000. -2.0  2.0   0.0000
 4.50 18000. -2.0  2.0   0.4239
 4.50 18000. -2.0  2.0   0.4053
 4.50 18000. -2.0  2.0   0.0000
 5.00 18000. -2.0  2.0   0.4148
 5.00 18000. -2.0  2.0   0.4098
 5.00 18000. -2.0  2.0   0.0000
 2.50 19000. -2.0  2.0   0.6314
 2.50 19000. -2.0  2.0   0.3455
 2.50 19000. -2.0  2.0   0.0000
 3.00 19000. -2.0  2.0   0.5565
 3.00 19000. -2.0  2.0   0.3337
 3.00 19000. -2.0  2.0   0.0002
 3.50 19000. -2.0  2.0   0.4875
 3.50 19000. -2.0  2.0   0.3571
 3.50 19000. -2.0  2.0   0.0002
 4.00 19000. -2.0  2.0   0.4444
 4.00 19000. -2.0  2.0   0.3809
 4.00 19000. -2.0  2.0   0.0001
 4.50 19000. -2.0  2.0   0.4210
 4.50 19000. -2.0  2.0   0.3964
 4.50 19000. -2.0  2.0   0.0000
 5.00 19000. -2.0  2.0   0.4100
 5.00 19000. -2.0  2.0   0.4029
 5.00 19000. -2.0  2.0   0.0000
 3.00 20000. -2.0  2.0   0.5723
 3.00 20000. -2.0  2.0   0.3207
 3.00 20000. -2.0  2.0   0.0002
 3.50 20000. -2.0  2.0   0.4964
 3.50 20000. -2.0  2.0   0.3417
 3.50 20000. -2.0  2.0   0.0002
 4.00 20000. -2.0  2.0   0.4469
 4.00 20000. -2.0  2.0   0.3677
 4.00 20000. -2.0  2.0   0.0001
 4.50 20000. -2.0  2.0   0.4204
 4.50 20000. -2.0  2.0   0.3849
 4.50 20000. -2.0  2.0   0.0000
 5.00 20000. -2.0  2.0   0.4075
 5.00 20000. -2.0  2.0   0.3936
 5.00 20000. -2.0  2.0   0.0000
 3.00 21000. -2.0  2.0   0.5904
 3.00 21000. -2.0  2.0   0.3089
 3.00 21000. -2.0  2.0   0.0002
 3.50 21000. -2.0  2.0   0.5082
 3.50 21000. -2.0  2.0   0.3264
 3.50 21000. -2.0  2.0   0.0003
 4.00 21000. -2.0  2.0   0.4522
 4.00 21000. -2.0  2.0   0.3527
 4.00 21000. -2.0  2.0   0.0002
 4.50 21000. -2.0  2.0   0.4217
 4.50 21000. -2.0  2.0   0.3720
 4.50 21000. -2.0  2.0   0.0001
 5.00 21000. -2.0  2.0   0.4071
 5.00 21000. -2.0  2.0   0.3820
 5.00 21000. -2.0  2.0   0.0000
 3.00 22000. -2.0  2.0   0.6097
 3.00 22000. -2.0  2.0   0.2988
 3.00 22000. -2.0  2.0   0.0002
 3.50 22000. -2.0  2.0   0.5232
 3.50 22000. -2.0  2.0   0.3113
 3.50 22000. -2.0  2.0   0.0003
 4.00 22000. -2.0  2.0   0.4602
 4.00 22000. -2.0  2.0   0.3375
 4.00 22000. -2.0  2.0   0.0002
 4.50 22000. -2.0  2.0   0.4251
 4.50 22000. -2.0  2.0   0.3580
 4.50 22000. -2.0  2.0   0.0001
 5.00 22000. -2.0  2.0   0.4081
 5.00 22000. -2.0  2.0   0.3694
 5.00 22000. -2.0  2.0   0.0001
 3.00 23000. -2.0  2.0   0.6281
 3.00 23000. -2.0  2.0   0.2916
 3.00 23000. -2.0  2.0   0.0002
 3.50 23000. -2.0  2.0   0.5414
 3.50 23000. -2.0  2.0   0.2965
 3.50 23000. -2.0  2.0   0.0004
 4.00 23000. -2.0  2.0   0.4720
 4.00 23000. -2.0  2.0   0.3214
 4.00 23000. -2.0  2.0   0.0003
 4.50 23000. -2.0  2.0   0.4316
 4.50 23000. -2.0  2.0   0.3429
 4.50 23000. -2.0  2.0   0.0002
 5.00 23000. -2.0  2.0   0.4115
 5.00 23000. -2.0  2.0   0.3555
 5.00 23000. -2.0  2.0   0.0001
 3.00 24000. -2.0  2.0   0.6432
 3.00 24000. -2.0  2.0   0.2888
 3.00 24000. -2.0  2.0   0.0001
 3.50 24000. -2.0  2.0   0.5605
 3.50 24000. -2.0  2.0   0.2833
 3.50 24000. -2.0  2.0   0.0004
 4.00 24000. -2.0  2.0   0.4861
 4.00 24000. -2.0  2.0   0.3059
 4.00 24000. -2.0  2.0   0.0003
 4.50 24000. -2.0  2.0   0.4406
 4.50 24000. -2.0  2.0   0.3277
 4.50 24000. -2.0  2.0   0.0002
 5.00 24000. -2.0  2.0   0.4171
 5.00 24000. -2.0  2.0   0.3414
 5.00 24000. -2.0  2.0   0.0002
 3.00 25000. -2.0  2.0   0.6558
 3.00 25000. -2.0  2.0   0.2898
 3.00 25000. -2.0  2.0   0.0001
 3.50 25000. -2.0  2.0   0.5788
 3.50 25000. -2.0  2.0   0.2728
 3.50 25000. -2.0  2.0   0.0003
 4.00 25000. -2.0  2.0   0.5013
 4.00 25000. -2.0  2.0   0.2917
 4.00 25000. -2.0  2.0   0.0003
 4.50 25000. -2.0  2.0   0.4513
 4.50 25000. -2.0  2.0   0.3131
 4.50 25000. -2.0  2.0   0.0003
 5.00 25000. -2.0  2.0   0.4246
 5.00 25000. -2.0  2.0   0.3273
 5.00 25000. -2.0  2.0   0.0002
 3.00 26000. -2.0  2.0   0.6707
 3.00 26000. -2.0  2.0   0.2895
 3.00 26000. -2.0  2.0   0.0000
 3.50 26000. -2.0  2.0   0.5955
 3.50 26000. -2.0  2.0   0.2649
 3.50 26000. -2.0  2.0   0.0003
 4.00 26000. -2.0  2.0   0.5161
 4.00 26000. -2.0  2.0   0.2795
 4.00 26000. -2.0  2.0   0.0003
 4.50 26000. -2.0  2.0   0.4625
 4.50 26000. -2.0  2.0   0.2999
 4.50 26000. -2.0  2.0   0.0003
 5.00 26000. -2.0  2.0   0.4326
 5.00 26000. -2.0  2.0   0.3147
 5.00 26000. -2.0  2.0   0.0002
 3.50 27000. -2.0  2.0   0.6104
 3.50 27000. -2.0  2.0   0.2590
 3.50 27000. -2.0  2.0   0.0002
 4.00 27000. -2.0  2.0   0.5287
 4.00 27000. -2.0  2.0   0.2701
 4.00 27000. -2.0  2.0   0.0003
 4.50 27000. -2.0  2.0   0.4722
 4.50 27000. -2.0  2.0   0.2890
 4.50 27000. -2.0  2.0   0.0002
 5.00 27000. -2.0  2.0   0.4399
 5.00 27000. -2.0  2.0   0.3036
 5.00 27000. -2.0  2.0   0.0002
 3.50 28000. -2.0  2.0   0.6254
 3.50 28000. -2.0  2.0   0.2524
 3.50 28000. -2.0  2.0   0.0001
 4.00 28000. -2.0  2.0   0.5386
 4.00 28000. -2.0  2.0   0.2631
 4.00 28000. -2.0  2.0   0.0002
 4.50 28000. -2.0  2.0   0.4792
 4.50 28000. -2.0  2.0   0.2806
 4.50 28000. -2.0  2.0   0.0002
 5.00 28000. -2.0  2.0   0.4444
 5.00 28000. -2.0  2.0   0.2954
 5.00 28000. -2.0  2.0   0.0001
 3.50 29000. -2.0  2.0   0.6441
 3.50 29000. -2.0  2.0   0.2415
 3.50 29000. -2.0  2.0   0.0001
 4.00 29000. -2.0  2.0   0.5471
 4.00 29000. -2.0  2.0   0.2562
 4.00 29000. -2.0  2.0   0.0002
 4.50 29000. -2.0  2.0   0.4823
 4.50 29000. -2.0  2.0   0.2751
 4.50 29000. -2.0  2.0   0.0002
 5.00 29000. -2.0  2.0   0.4452
 5.00 29000. -2.0  2.0   0.2900
 5.00 29000. -2.0  2.0   0.0001
 4.00 30000. -2.0  2.0   0.5544
 4.00 30000. -2.0  2.0   0.2483
 4.00 30000. -2.0  2.0   0.0001
 4.50 30000. -2.0  2.0   0.4818
 4.50 30000. -2.0  2.0   0.2711
 4.50 30000. -2.0  2.0   0.0001
 5.00 30000. -2.0  2.0   0.4410
 5.00 30000. -2.0  2.0   0.2880
 5.00 30000. -2.0  2.0   0.0001
 4.00 31000. -2.0  2.0   0.5619
 4.00 31000. -2.0  2.0   0.2385
 4.00 31000. -2.0  2.0   0.0001
 4.50 31000. -2.0  2.0   0.4794
 4.50 31000. -2.0  2.0   0.2663
 4.50 31000. -2.0  2.0   0.0001
 5.00 31000. -2.0  2.0   0.4333
 5.00 31000. -2.0  2.0   0.2871
 5.00 31000. -2.0  2.0   0.0001
 4.00 32000. -2.0  2.0   0.5737
 4.00 32000. -2.0  2.0   0.2259
 4.00 32000. -2.0  2.0   0.0002
 4.50 32000. -2.0  2.0   0.4744
 4.50 32000. -2.0  2.0   0.2614
 4.50 32000. -2.0  2.0   0.0001
 5.00 32000. -2.0  2.0   0.4229
 5.00 32000. -2.0  2.0   0.2863
 5.00 32000. -2.0  2.0   0.0001
 4.50 33000. -2.0  2.0   0.4707
 4.50 33000. -2.0  2.0   0.2542
 4.50 33000. -2.0  2.0   0.0001
 5.00 33000. -2.0  2.0   0.4104
 5.00 33000. -2.0  2.0   0.2857
 5.00 33000. -2.0  2.0   0.0001
 4.50 34000. -2.0  2.0   0.4719
 4.50 34000. -2.0  2.0   0.2434
 4.50 34000. -2.0  2.0   0.0002
 5.00 34000. -2.0  2.0   0.3982
 5.00 34000. -2.0  2.0   0.2840
 5.00 34000. -2.0  2.0   0.0001
 4.50 35000. -2.0  2.0   0.4825
 4.50 35000. -2.0  2.0   0.2264
 4.50 35000. -2.0  2.0   0.0002
 5.00 35000. -2.0  2.0   0.3899
 5.00 35000. -2.0  2.0   0.2776
 5.00 35000. -2.0  2.0   0.0001
 4.50 37500. -2.0  2.0   0.5733
 4.50 37500. -2.0  2.0   0.1602
 4.50 37500. -2.0  2.0   0.0003
 5.00 37500. -2.0  2.0   0.3902
 5.00 37500. -2.0  2.0   0.2384
 5.00 37500. -2.0  2.0   0.0002
 4.50 40000. -2.0  2.0   0.7500
 4.50 40000. -2.0  2.0   0.1069
 4.50 40000. -2.0  2.0   0.0004
 5.00 40000. -2.0  2.0   0.4286
 5.00 40000. -2.0  2.0   0.1814
 5.00 40000. -2.0  2.0   0.0003
 5.00 42500. -2.0  2.0   0.4960
 5.00 42500. -2.0  2.0   0.1402
 5.00 42500. -2.0  2.0   0.0005
 5.00 45000. -2.0  2.0   0.5625
 5.00 45000. -2.0  2.0   0.1178
 5.00 45000. -2.0  2.0   0.0005
 5.00 47500. -2.0  2.0   0.6126
 5.00 47500. -2.0  2.0   0.1063
 5.00 47500. -2.0  2.0   0.0005
 5.00 50000. -2.0  2.0   0.6668
 5.00 50000. -2.0  2.0   0.0967
 5.00 50000. -2.0  2.0   0.0006
 0.00  3500. -1.5  2.0   0.7069
 0.00  3500. -1.5  2.0   0.9841
 0.00  3500. -1.5  2.0   0.0062
 0.50  3500. -1.5  2.0   0.7120
 0.50  3500. -1.5  2.0   0.9855
 0.50  3500. -1.5  2.0   0.0056
 1.00  3500. -1.5  2.0   0.7150
 1.00  3500. -1.5  2.0   0.9767
 1.00  3500. -1.5  2.0   0.0053
 1.50  3500. -1.5  2.0   0.7139
 1.50  3500. -1.5  2.0   0.8891
 1.50  3500. -1.5  2.0   0.0068
 2.00  3500. -1.5  2.0   0.7382
 2.00  3500. -1.5  2.0   0.6462
 2.00  3500. -1.5  2.0   0.0033
 2.50  3500. -1.5  2.0   0.8173
 2.50  3500. -1.5  2.0   0.4417
 2.50  3500. -1.5  2.0   0.0002
 3.00  3500. -1.5  2.0   0.9005
 3.00  3500. -1.5  2.0   0.3402
 3.00  3500. -1.5  2.0   0.0006
 3.50  3500. -1.5  2.0   0.9488
 3.50  3500. -1.5  2.0   0.2992
 3.50  3500. -1.5  2.0   0.0009
 4.00  3500. -1.5  2.0   0.9485
 4.00  3500. -1.5  2.0   0.2938
 4.00  3500. -1.5  2.0   0.0007
 4.50  3500. -1.5  2.0   0.9321
 4.50  3500. -1.5  2.0   0.3074
 4.50  3500. -1.5  2.0   0.0009
 5.00  3500. -1.5  2.0   0.8923
 5.00  3500. -1.5  2.0   0.3354
 5.00  3500. -1.5  2.0   0.0008
 0.00  3750. -1.5  2.0   0.6928
 0.00  3750. -1.5  2.0   0.9491
 0.00  3750. -1.5  2.0   0.0026
 0.50  3750. -1.5  2.0   0.6975
 0.50  3750. -1.5  2.0   0.9456
 0.50  3750. -1.5  2.0   0.0024
 1.00  3750. -1.5  2.0   0.7021
 1.00  3750. -1.5  2.0   0.9396
 1.00  3750. -1.5  2.0   0.0022
 1.50  3750. -1.5  2.0   0.7074
 1.50  3750. -1.5  2.0   0.9270
 1.50  3750. -1.5  2.0   0.0021
 2.00  3750. -1.5  2.0   0.7083
 2.00  3750. -1.5  2.0   0.8995
 2.00  3750. -1.5  2.0   0.0026
 2.50  3750. -1.5  2.0   0.7079
 2.50  3750. -1.5  2.0   0.7517
 2.50  3750. -1.5  2.0   0.0041
 3.00  3750. -1.5  2.0   0.7400
 3.00  3750. -1.5  2.0   0.5286
 3.00  3750. -1.5  2.0   0.0014
 3.50  3750. -1.5  2.0   0.8211
 3.50  3750. -1.5  2.0   0.3765
 3.50  3750. -1.5  2.0   0.0001
 4.00  3750. -1.5  2.0   0.8604
 4.00  3750. -1.5  2.0   0.3162
 4.00  3750. -1.5  2.0   0.0001
 4.50  3750. -1.5  2.0   0.9663
 4.50  3750. -1.5  2.0   0.2776
 4.50  3750. -1.5  2.0   0.0023
 5.00  3750. -1.5  2.0   0.9549
 5.00  3750. -1.5  2.0   0.2833
 5.00  3750. -1.5  2.0   0.0025
 0.00  4000. -1.5  2.0   0.6855
 0.00  4000. -1.5  2.0   0.8862
 0.00  4000. -1.5  2.0   0.0007
 0.50  4000. -1.5  2.0   0.6901
 0.50  4000. -1.5  2.0   0.8815
 0.50  4000. -1.5  2.0   0.0005
 1.00  4000. -1.5  2.0   0.6937
 1.00  4000. -1.5  2.0   0.8803
 1.00  4000. -1.5  2.0   0.0006
 1.50  4000. -1.5  2.0   0.6968
 1.50  4000. -1.5  2.0   0.8754
 1.50  4000. -1.5  2.0   0.0006
 2.00  4000. -1.5  2.0   0.6991
 2.00  4000. -1.5  2.0   0.8680
 2.00  4000. -1.5  2.0   0.0007
 2.50  4000. -1.5  2.0   0.7006
 2.50  4000. -1.5  2.0   0.8576
 2.50  4000. -1.5  2.0   0.0007
 3.00  4000. -1.5  2.0   0.6963
 3.00  4000. -1.5  2.0   0.7943
 3.00  4000. -1.5  2.0   0.0011
 3.50  4000. -1.5  2.0   0.7075
 3.50  4000. -1.5  2.0   0.6192
 3.50  4000. -1.5  2.0   0.0012
 4.00  4000. -1.5  2.0   0.7420
 4.00  4000. -1.5  2.0   0.4561
 4.00  4000. -1.5  2.0   0.0002
 4.50  4000. -1.5  2.0   0.8119
 4.50  4000. -1.5  2.0   0.3484
 4.50  4000. -1.5  2.0   0.0001
 5.00  4000. -1.5  2.0   0.8588
 5.00  4000. -1.5  2.0   0.3020
 5.00  4000. -1.5  2.0   0.0003
 0.00  4250. -1.5  2.0   0.6762
 0.00  4250. -1.5  2.0   0.8114
 0.00  4250. -1.5  2.0   0.0002
 0.50  4250. -1.5  2.0   0.6819
 0.50  4250. -1.5  2.0   0.8162
 0.50  4250. -1.5  2.0   0.0002
 1.00  4250. -1.5  2.0   0.6883
 1.00  4250. -1.5  2.0   0.8016
 1.00  4250. -1.5  2.0   0.0002
 1.50  4250. -1.5  2.0   0.6933
 1.50  4250. -1.5  2.0   0.7910
 1.50  4250. -1.5  2.0   0.0004
 2.00  4250. -1.5  2.0   0.6942
 2.00  4250. -1.5  2.0   0.7940
 2.00  4250. -1.5  2.0   0.0005
 2.50  4250. -1.5  2.0   0.6940
 2.50  4250. -1.5  2.0   0.7969
 2.50  4250. -1.5  2.0   0.0005
 3.00  4250. -1.5  2.0   0.6939
 3.00  4250. -1.5  2.0   0.7952
 3.00  4250. -1.5  2.0   0.0006
 3.50  4250. -1.5  2.0   0.6946
 3.50  4250. -1.5  2.0   0.7642
 3.50  4250. -1.5  2.0   0.0004
 4.00  4250. -1.5  2.0   0.6975
 4.00  4250. -1.5  2.0   0.6527
 4.00  4250. -1.5  2.0   0.0001
 4.50  4250. -1.5  2.0   0.7235
 4.50  4250. -1.5  2.0   0.5032
 4.50  4250. -1.5  2.0   0.0001
 5.00  4250. -1.5  2.0   0.7699
 5.00  4250. -1.5  2.0   0.3883
 5.00  4250. -1.5  2.0   0.0002
 0.00  4500. -1.5  2.0   0.6593
 0.00  4500. -1.5  2.0   0.7559
 0.00  4500. -1.5  2.0   0.0001
 0.50  4500. -1.5  2.0   0.6688
 0.50  4500. -1.5  2.0   0.7354
 0.50  4500. -1.5  2.0   0.0000
 1.00  4500. -1.5  2.0   0.6779
 1.00  4500. -1.5  2.0   0.7204
 1.00  4500. -1.5  2.0   0.0002
 1.50  4500. -1.5  2.0   0.6855
 1.50  4500. -1.5  2.0   0.7112
 1.50  4500. -1.5  2.0   0.0005
 2.00  4500. -1.5  2.0   0.6897
 2.00  4500. -1.5  2.0   0.7123
 2.00  4500. -1.5  2.0   0.0008
 2.50  4500. -1.5  2.0   0.6907
 2.50  4500. -1.5  2.0   0.7180
 2.50  4500. -1.5  2.0   0.0010
 3.00  4500. -1.5  2.0   0.6910
 3.00  4500. -1.5  2.0   0.7223
 3.00  4500. -1.5  2.0   0.0011
 3.50  4500. -1.5  2.0   0.6913
 3.50  4500. -1.5  2.0   0.7215
 3.50  4500. -1.5  2.0   0.0012
 4.00  4500. -1.5  2.0   0.6937
 4.00  4500. -1.5  2.0   0.7005
 4.00  4500. -1.5  2.0   0.0011
 4.50  4500. -1.5  2.0   0.7003
 4.50  4500. -1.5  2.0   0.6286
 4.50  4500. -1.5  2.0   0.0005
 5.00  4500. -1.5  2.0   0.7084
 5.00  4500. -1.5  2.0   0.5215
 5.00  4500. -1.5  2.0   0.0001
 0.00  4750. -1.5  2.0   0.6419
 0.00  4750. -1.5  2.0   0.7249
 0.00  4750. -1.5  2.0   0.0001
 0.50  4750. -1.5  2.0   0.6488
 0.50  4750. -1.5  2.0   0.7017
 0.50  4750. -1.5  2.0   0.0001
 1.00  4750. -1.5  2.0   0.6586
 1.00  4750. -1.5  2.0   0.6759
 1.00  4750. -1.5  2.0   0.0002
 1.50  4750. -1.5  2.0   0.6694
 1.50  4750. -1.5  2.0   0.6567
 1.50  4750. -1.5  2.0   0.0004
 2.00  4750. -1.5  2.0   0.6779
 2.00  4750. -1.5  2.0   0.6467
 2.00  4750. -1.5  2.0   0.0008
 2.50  4750. -1.5  2.0   0.6819
 2.50  4750. -1.5  2.0   0.6530
 2.50  4750. -1.5  2.0   0.0012
 3.00  4750. -1.5  2.0   0.6849
 3.00  4750. -1.5  2.0   0.6551
 3.00  4750. -1.5  2.0   0.0015
 3.50  4750. -1.5  2.0   0.6868
 3.50  4750. -1.5  2.0   0.6563
 3.50  4750. -1.5  2.0   0.0016
 4.00  4750. -1.5  2.0   0.6905
 4.00  4750. -1.5  2.0   0.6472
 4.00  4750. -1.5  2.0   0.0019
 4.50  4750. -1.5  2.0   0.6959
 4.50  4750. -1.5  2.0   0.6291
 4.50  4750. -1.5  2.0   0.0024
 5.00  4750. -1.5  2.0   0.7000
 5.00  4750. -1.5  2.0   0.5767
 5.00  4750. -1.5  2.0   0.0014
 0.00  5000. -1.5  2.0   0.6339
 0.00  5000. -1.5  2.0   0.6988
 0.00  5000. -1.5  2.0   0.0002
 0.50  5000. -1.5  2.0   0.6370
